Input.image_url,Answer.style.label
0521B.jpg,Classical Art
0522B.jpg,Impressionism
0522B.jpg,None of the Above
0523B.jpg,Classical Art
0523B.jpg,Impressionism
0524B.jpg,Impressionism
0524B.jpg,Impressionism
0525B.jpg,Classical Art
0525B.jpg,Classical Art
0526B.jpg,None of the Above
0526B.jpg,Realism
0527B.jpg,Modernism
0527B.jpg,Impressionism
0528B.jpg,Impressionism
0528B.jpg,Modernism
0529B.jpg,Impressionism
0529B.jpg,Modernism
0530B.jpg,Modernism
0530B.jpg,Modernism
0531B.jpg,Modernism
0531B.jpg,Modernism
0532B.jpg,Classical Art
0532B.jpg,Impressionism
0533B.jpg,Classical Art
0533B.jpg,Impressionism
0534B.jpg,Impressionism
0534B.jpg,Classical Art
0535B.jpg,Classical Art
0535B.jpg,Classical Art
0536B.jpg,Classical Art
0536B.jpg,Classical Art
0537B.jpg,Classical Art
0537B.jpg,Impressionism
0538B.jpg,Impressionism
0538B.jpg,None of the Above
0539B.jpg,Modernism
0539B.jpg,Modernism
0540B.jpg,Modernism
0540B.jpg,Modernism
0541B.jpg,Classical Art
0541B.jpg,Classical Art
0542B.jpg,Classical Art
0542B.jpg,Realism
0543B.jpg,Modernism
0543B.jpg,Classical Art
0544B.jpg,Classical Art
0544B.jpg,Classical Art
0545B.jpg,Realism
0545B.jpg,Modernism
0546B.jpg,Classical Art
0546B.jpg,Realism
0547B.jpg,Classical Art
0547B.jpg,Classical Art
0548B.jpg,Modernism
0548B.jpg,Realism
0549B.jpg,Classical Art
0549B.jpg,Modernism
0550B.jpg,Impressionism
0550B.jpg,Impressionism
0551B.jpg,Modernism
0551B.jpg,Impressionism
0552B.jpg,Realism
0552B.jpg,Realism
0553B.jpg,Realism
0553B.jpg,Realism
0554B.jpg,Classical Art
0554B.jpg,Impressionism
0555B.jpg,Classical Art
0555B.jpg,Classical Art
0556B.jpg,Impressionism
0556B.jpg,Classical Art
0557B.jpg,"Egypt, Greece and Rome"
0557B.jpg,"Egypt, Greece and Rome"
0558B.jpg,Classical Art
0558B.jpg,Classical Art
0559B.jpg,Classical Art
0559B.jpg,None of the Above
0560B.jpg,Realism
0560B.jpg,Realism
0561B.jpg,Modernism
0561B.jpg,None of the Above
0562B.jpg,Classical Art
0562B.jpg,Modernism
0563B.jpg,Impressionism
0563B.jpg,Impressionism
0564B.jpg,Modernism
0564B.jpg,Modernism
0565B.jpg,Classical Art
0565B.jpg,Modernism
0566B.jpg,Realism
0566B.jpg,Realism
0567B.jpg,None of the Above
0567B.jpg,Modernism
0568B.jpg,Modernism
0568B.jpg,None of the Above
0569B.jpg,Modernism
0569B.jpg,Modernism
0570B.jpg,Classical Art
0570B.jpg,Classical Art
0571B.jpg,Realism
0571B.jpg,Realism
0572B.jpg,Modernism
0572B.jpg,Impressionism
0573B.jpg,Realism
0573B.jpg,None of the Above
0574B.jpg,Classical Art
0574B.jpg,Classical Art
0575B.jpg,Classical Art
0575B.jpg,Classical Art
0576B.jpg,Classical Art
0576B.jpg,Impressionism
0577B.jpg,Classical Art
0577B.jpg,Realism
0578B.jpg,Realism
0578B.jpg,"Egypt, Greece and Rome"
0579B.jpg,Classical Art
0579B.jpg,Classical Art
0580B.jpg,Classical Art
0580B.jpg,Classical Art
0581B.jpg,None of the Above
0581B.jpg,Modernism
0582B.jpg,Realism
0582B.jpg,Classical Art
0583B.jpg,Modernism
0583B.jpg,Modernism
0584B.jpg,Modernism
0584B.jpg,Modernism
0585B.jpg,Classical Art
0585B.jpg,Classical Art
0586B.jpg,Impressionism
0586B.jpg,Impressionism
0587B.jpg,Modernism
0587B.jpg,None of the Above
0588B.jpg,Classical Art
0588B.jpg,Classical Art
0589B.jpg,Classical Art
0589B.jpg,Classical Art
0590B.jpg,Realism
0590B.jpg,Modernism
0591B.jpg,Classical Art
0591B.jpg,Classical Art
0592B.jpg,Classical Art
0592B.jpg,Classical Art
0593B.jpg,Realism
0593B.jpg,Realism
0594B.jpg,Classical Art
0594B.jpg,Impressionism
0595B.jpg,Classical Art
0595B.jpg,Classical Art
0596B.jpg,Classical Art
0596B.jpg,Classical Art
0597B.jpg,Realism
0597B.jpg,Impressionism
0598B.jpg,Modernism
0598B.jpg,Modernism
0599B.jpg,None of the Above
0599B.jpg,Modernism
0600B.jpg,Classical Art
0600B.jpg,Classical Art
0601B.jpg,Classical Art
0601B.jpg,Classical Art
0602B.jpg,Classical Art
0602B.jpg,Classical Art
0603B.jpg,Classical Art
0603B.jpg,Classical Art
0604B.jpg,Classical Art
0604B.jpg,Classical Art
0605B.jpg,Classical Art
0605B.jpg,Classical Art
0606B.jpg,Impressionism
0606B.jpg,Modernism
0607B.jpg,Realism
0607B.jpg,Realism
0608B.jpg,Impressionism
0608B.jpg,Realism
0609B.jpg,Classical Art
0609B.jpg,Realism
0610B.jpg,Classical Art
0610B.jpg,Classical Art
0611B.jpg,Realism
0611B.jpg,Classical Art
0612B.jpg,Impressionism
0612B.jpg,Impressionism
0613B.jpg,Classical Art
0613B.jpg,Classical Art
0614B.jpg,Classical Art
0614B.jpg,Classical Art
0615B.jpg,Classical Art
0615B.jpg,Classical Art
0616B.jpg,Classical Art
0616B.jpg,Classical Art
0617B.jpg,Realism
0617B.jpg,Classical Art
0618B.jpg,Realism
0618B.jpg,Modernism
0619B.jpg,Classical Art
0619B.jpg,Classical Art
0620B.jpg,Classical Art
0620B.jpg,Classical Art
0621B.jpg,Classical Art
0621B.jpg,Classical Art
0622B.jpg,Modernism
0622B.jpg,Impressionism
0623B.jpg,Realism
0623B.jpg,None of the Above
0624B.jpg,Impressionism
0624B.jpg,Modernism
0625B.jpg,Modernism
0625B.jpg,Modernism
0626B.jpg,Realism
0626B.jpg,Realism
0627B.jpg,Realism
0627B.jpg,Impressionism
0628B.jpg,Realism
0628B.jpg,None of the Above
0629B.jpg,Modernism
0629B.jpg,Modernism
0630B.jpg,Classical Art
0630B.jpg,Classical Art
0631B.jpg,Modernism
0631B.jpg,None of the Above
0632B.jpg,Classical Art
0632B.jpg,Classical Art
0633B.jpg,Classical Art
0633B.jpg,Impressionism
0634B.jpg,Modernism
0634B.jpg,Impressionism
0635B.jpg,Modernism
0635B.jpg,Modernism
0636B.jpg,Classical Art
0636B.jpg,Classical Art
0637B.jpg,Realism
0637B.jpg,Classical Art
0638B.jpg,Modernism
0638B.jpg,Modernism
0639B.jpg,Impressionism
0639B.jpg,None of the Above
0640B.jpg,Realism
0640B.jpg,Impressionism
0641B.jpg,Classical Art
0641B.jpg,Classical Art
0642B.jpg,Realism
0642B.jpg,Impressionism
0643B.jpg,Realism
0643B.jpg,Classical Art
0644B.jpg,Impressionism
0644B.jpg,Impressionism
0645B.jpg,Modernism
0645B.jpg,Modernism
0646B.jpg,Impressionism
0646B.jpg,Realism
0647B.jpg,Impressionism
0647B.jpg,Modernism
0648B.jpg,Classical Art
0648B.jpg,Classical Art
0649B.jpg,Realism
0649B.jpg,Realism
0650B.jpg,Classical Art
0650B.jpg,Impressionism
0651B.jpg,Classical Art
0651B.jpg,Classical Art
0652B.jpg,Impressionism
0652B.jpg,Classical Art
0653B.jpg,Realism
0653B.jpg,Realism
0654B.jpg,Classical Art
0654B.jpg,Impressionism
0655B.jpg,Realism
0655B.jpg,Impressionism
0656B.jpg,Classical Art
0656B.jpg,Classical Art
0657B.jpg,Classical Art
0657B.jpg,Classical Art
0658B.jpg,Realism
0658B.jpg,Impressionism
0659B.jpg,Modernism
0659B.jpg,Modernism
0660B.jpg,Classical Art
0660B.jpg,Classical Art
0661B.jpg,Classical Art
0661B.jpg,Classical Art
0662B.jpg,Impressionism
0662B.jpg,Impressionism
0663B.jpg,Impressionism
0663B.jpg,Modernism
0664B.jpg,None of the Above
0664B.jpg,Modernism
0665B.jpg,Modernism
0665B.jpg,Modernism
0666B.jpg,Impressionism
0666B.jpg,Impressionism
0667B.jpg,Realism
0667B.jpg,Realism
0668B.jpg,Modernism
0668B.jpg,Impressionism
0669B.jpg,Classical Art
0669B.jpg,Classical Art
0670B.jpg,Modernism
0670B.jpg,Modernism
0671B.jpg,Realism
0671B.jpg,Modernism
0672B.jpg,Classical Art
0672B.jpg,Classical Art
0673B.jpg,Modernism
0673B.jpg,Realism
0674B.jpg,Classical Art
0674B.jpg,None of the Above
0675B.jpg,None of the Above
0675B.jpg,Impressionism
0676B.jpg,Realism
0676B.jpg,Realism
0677B.jpg,Modernism
0677B.jpg,Modernism
0678B.jpg,Impressionism
0678B.jpg,Modernism
0679B.jpg,Impressionism
0679B.jpg,Modernism
0680B.jpg,Japanese paintings
0680B.jpg,Japanese paintings
0681B.jpg,Classical Art
0681B.jpg,Classical Art
0682B.jpg,Impressionism
0682B.jpg,Impressionism
0683B.jpg,Realism
0683B.jpg,Realism
0684B.jpg,Classical Art
0684B.jpg,Classical Art
0685B.jpg,Classical Art
0685B.jpg,Classical Art
0686B.jpg,None of the Above
0686B.jpg,Classical Art
0687B.jpg,Classical Art
0687B.jpg,Impressionism
0688B.jpg,Classical Art
0688B.jpg,Classical Art
0689B.jpg,Impressionism
0689B.jpg,Impressionism
0690B.jpg,Realism
0690B.jpg,Impressionism
0691B.jpg,Modernism
0691B.jpg,Impressionism
0692B.jpg,None of the Above
0692B.jpg,Modernism
0693B.jpg,Realism
0693B.jpg,Impressionism
0694B.jpg,Modernism
0694B.jpg,Modernism
0695B.jpg,Realism
0695B.jpg,Realism
0696B.jpg,Classical Art
0696B.jpg,Classical Art
0697B.jpg,Modernism
0697B.jpg,Impressionism
0698B.jpg,Impressionism
0698B.jpg,Impressionism
0699B.jpg,Impressionism
0699B.jpg,Realism
0700B.jpg,Modernism
0700B.jpg,Modernism
0701B.jpg,Impressionism
0701B.jpg,Chinese paintings
0702B.jpg,Impressionism
0702B.jpg,Realism
0703B.jpg,Impressionism
0703B.jpg,None of the Above
0704B.jpg,Classical Art
0704B.jpg,Classical Art
0705B.jpg,Modernism
0705B.jpg,Realism
0706B.jpg,Realism
0706B.jpg,None of the Above
0707B.jpg,Realism
0707B.jpg,Impressionism
0708B.jpg,Classical Art
0708B.jpg,Classical Art
0709B.jpg,Modernism
0709B.jpg,Impressionism
0710B.jpg,Modernism
0710B.jpg,Realism
0711B.jpg,Modernism
0711B.jpg,Impressionism
0712B.jpg,Modernism
0712B.jpg,Realism
0713B.jpg,Impressionism
0713B.jpg,Realism
0714B.jpg,Realism
0714B.jpg,Impressionism
0715B.jpg,Realism
0715B.jpg,None of the Above
0716B.jpg,Modernism
0716B.jpg,Impressionism
0717B.jpg,None of the Above
0717B.jpg,Modernism
0718B.jpg,Impressionism
0718B.jpg,Realism
0719B.jpg,Realism
0719B.jpg,Modernism
0720B.jpg,Impressionism
0720B.jpg,None of the Above
0721B.jpg,Impressionism
0721B.jpg,Realism
0723B.jpg,Modernism
0723B.jpg,None of the Above
0724B.jpg,Modernism
0724B.jpg,Impressionism
0725B.jpg,Realism
0725B.jpg,Modernism
0726B.jpg,Realism
0726B.jpg,Impressionism
0727B.jpg,Impressionism
0727B.jpg,Realism
0728B.jpg,Modernism
0728B.jpg,Impressionism
0729B.jpg,Realism
0729B.jpg,Impressionism
0730B.jpg,Realism
0730B.jpg,Impressionism
0731B.jpg,Modernism
0731B.jpg,None of the Above
0732B.jpg,None of the Above
0732B.jpg,Modernism
0733B.jpg,None of the Above
0733B.jpg,Modernism
0734B.jpg,Realism
0734B.jpg,Modernism
0735B.jpg,Realism
0735B.jpg,Impressionism
0736B.jpg,Modernism
0736B.jpg,Impressionism
0737B.jpg,Modernism
0737B.jpg,None of the Above
0738B.jpg,Modernism
0738B.jpg,Realism
0739B.jpg,Impressionism
0739B.jpg,Modernism
0740B.jpg,Impressionism
0740B.jpg,Realism
0741B.jpg,Modernism
0741B.jpg,None of the Above
0742B.jpg,Realism
0742B.jpg,Impressionism
0743B.jpg,Modernism
0743B.jpg,None of the Above
0744B.jpg,Realism
0744B.jpg,Impressionism
0745B.jpg,Modernism
0745B.jpg,Impressionism
0746B.jpg,Impressionism
0746B.jpg,Realism
0747B.jpg,Modernism
0747B.jpg,Impressionism
0748B.jpg,Modernism
0748B.jpg,Realism
0749B.jpg,None of the Above
0749B.jpg,Modernism
0750B.jpg,Modernism
0750B.jpg,Impressionism
0751B.jpg,Realism
0751B.jpg,Impressionism
0752B.jpg,Realism
0752B.jpg,Impressionism
0753B.jpg,Modernism
0753B.jpg,Impressionism
0754B.jpg,Modernism
0754B.jpg,None of the Above
0755B.jpg,Modernism
0755B.jpg,Modernism
0756B.jpg,Realism
0756B.jpg,Impressionism
0757B.jpg,None of the Above
0757B.jpg,Modernism
0758B.jpg,Realism
0758B.jpg,Modernism
0759B.jpg,Realism
0759B.jpg,Modernism
0760B.jpg,Realism
0760B.jpg,Impressionism
0761B.jpg,Realism
0761B.jpg,Realism
0762B.jpg,Realism
0762B.jpg,Realism
0763B.jpg,None of the Above
0763B.jpg,Modernism
0764B.jpg,Modernism
0764B.jpg,Impressionism
0765B.jpg,Realism
0765B.jpg,Impressionism
0766B.jpg,Modernism
0766B.jpg,Realism
0767B.jpg,Impressionism
0767B.jpg,Realism
0768B.jpg,Modernism
0768B.jpg,Impressionism
0769B.jpg,Modernism
0769B.jpg,None of the Above
0770B.jpg,Modernism
0770B.jpg,None of the Above
0771B.jpg,Classical Art
0771B.jpg,Modernism
0772B.jpg,Modernism
0772B.jpg,None of the Above
0773B.jpg,Realism
0773B.jpg,Impressionism
0774B.jpg,Modernism
0774B.jpg,None of the Above
0775B.jpg,Realism
0775B.jpg,Modernism
0776B.jpg,Modernism
0776B.jpg,None of the Above
0777B.jpg,Realism
0777B.jpg,Impressionism
0778B.jpg,Modernism
0778B.jpg,Realism
0779B.jpg,Realism
0779B.jpg,Impressionism
0780B.jpg,Realism
0780B.jpg,Modernism
0781B.jpg,None of the Above
0781B.jpg,Modernism
0782B.jpg,None of the Above
0782B.jpg,Modernism
0783B.jpg,Modernism
0783B.jpg,Impressionism
0784B.jpg,Modernism
0784B.jpg,Realism
0785B.jpg,Realism
0785B.jpg,Impressionism
0786B.jpg,Modernism
0786B.jpg,None of the Above
0787B.jpg,Modernism
0787B.jpg,Impressionism
0788B.jpg,Realism
0788B.jpg,Impressionism
0789B.jpg,Modernism
0789B.jpg,None of the Above
0790B.jpg,Modernism
0790B.jpg,Impressionism
0791B.jpg,Realism
0791B.jpg,Impressionism
0792B.jpg,Realism
0792B.jpg,Impressionism
0793B.jpg,Modernism
0793B.jpg,Impressionism
0794B.jpg,None of the Above
0794B.jpg,Modernism
0795B.jpg,Realism
0795B.jpg,Impressionism
0796B.jpg,Realism
0796B.jpg,Modernism
0797B.jpg,Realism
0797B.jpg,Impressionism
0798B.jpg,Modernism
0798B.jpg,None of the Above
0799B.jpg,None of the Above
0799B.jpg,Modernism
0800B.jpg,Realism
0800B.jpg,Impressionism
0801B.jpg,Impressionism
0801B.jpg,Realism
0802B.jpg,Impressionism
0802B.jpg,Realism
0803B.jpg,Realism
0803B.jpg,Impressionism
0804B.jpg,Modernism
0804B.jpg,Impressionism
0805B.jpg,Modernism
0805B.jpg,Impressionism
0806B.jpg,Realism
0806B.jpg,Impressionism
0807B.jpg,Modernism
0807B.jpg,Impressionism
0808B.jpg,Modernism
0808B.jpg,None of the Above
0809B.jpg,Realism
0809B.jpg,Impressionism
0810B.jpg,Impressionism
0810B.jpg,Realism
0811B.jpg,Modernism
0811B.jpg,Impressionism
0812B.jpg,Realism
0812B.jpg,Impressionism
0813B.jpg,Realism
0813B.jpg,Impressionism
0814B.jpg,Realism
0814B.jpg,Impressionism
0815B.jpg,Realism
0815B.jpg,Impressionism
0816B.jpg,Realism
0816B.jpg,Impressionism
0817B.jpg,Realism
0817B.jpg,Impressionism
0818B.jpg,Modernism
0818B.jpg,Realism
0819B.jpg,Realism
0819B.jpg,Modernism
0820B.jpg,Impressionism
0820B.jpg,Realism
0821B.jpg,Realism
0821B.jpg,Modernism
0822B.jpg,Modernism
0822B.jpg,Realism
0823B.jpg,Impressionism
0823B.jpg,Realism
0824B.jpg,Realism
0824B.jpg,Impressionism
0825B.jpg,Realism
0825B.jpg,Modernism
0826B.jpg,Realism
0826B.jpg,Modernism
0827B.jpg,Modernism
0827B.jpg,None of the Above
0828B.jpg,Realism
0828B.jpg,Impressionism
0829B.jpg,Impressionism
0829B.jpg,Realism
0830B.jpg,Realism
0830B.jpg,Impressionism
0831B.jpg,None of the Above
0831B.jpg,Modernism
0832B.jpg,None of the Above
0832B.jpg,Modernism
0833B.jpg,Modernism
0833B.jpg,Impressionism
0834B.jpg,Realism
0834B.jpg,Impressionism
0835B.jpg,Impressionism
0835B.jpg,Impressionism
0836B.jpg,Impressionism
0836B.jpg,Realism
0837B.jpg,Modernism
0837B.jpg,Realism
0838B.jpg,Impressionism
0838B.jpg,Modernism
0839B.jpg,Realism
0839B.jpg,Modernism
0840B.jpg,Realism
0840B.jpg,Impressionism
0841B.jpg,Realism
0841B.jpg,Impressionism
0842B.jpg,Impressionism
0842B.jpg,Realism
0843B.jpg,Modernism
0843B.jpg,None of the Above
0844B.jpg,Modernism
0844B.jpg,None of the Above
0845B.jpg,Modernism
0845B.jpg,None of the Above
0846B.jpg,None of the Above
0846B.jpg,Modernism
0847B.jpg,Impressionism
0847B.jpg,Realism
0848B.jpg,Realism
0848B.jpg,Impressionism
0849B.jpg,Modernism
0849B.jpg,Realism
0851B.jpg,Realism
0851B.jpg,Impressionism
0852B.jpg,Realism
0852B.jpg,Impressionism
0853B.jpg,Realism
0853B.jpg,Impressionism
0854B.jpg,Impressionism
0854B.jpg,Realism
0855B.jpg,Realism
0855B.jpg,Impressionism
0856B.jpg,Impressionism
0856B.jpg,Realism
0857B.jpg,Impressionism
0857B.jpg,Realism
0858B.jpg,None of the Above
0858B.jpg,Modernism
0859B.jpg,Modernism
0859B.jpg,Impressionism
0860B.jpg,Modernism
0860B.jpg,Impressionism
0861B.jpg,Realism
0861B.jpg,None of the Above
0862B.jpg,Impressionism
0862B.jpg,Realism
0863B.jpg,Realism
0863B.jpg,Impressionism
0864B.jpg,Modernism
0864B.jpg,Realism
0865B.jpg,Realism
0865B.jpg,Realism
0866B.jpg,Realism
0866B.jpg,Impressionism
0867B.jpg,Impressionism
0867B.jpg,Realism
0868B.jpg,Realism
0868B.jpg,Impressionism
0869B.jpg,Realism
0869B.jpg,Modernism
0870B.jpg,None of the Above
0870B.jpg,Modernism
0871B.jpg,Impressionism
0871B.jpg,Realism
0872B.jpg,Realism
0872B.jpg,Impressionism
0873B.jpg,Modernism
0873B.jpg,None of the Above
0874B.jpg,Impressionism
0874B.jpg,Realism
0875B.jpg,Modernism
0875B.jpg,None of the Above
0876B.jpg,None of the Above
0876B.jpg,Modernism
0877B.jpg,Realism
0877B.jpg,Modernism
0878B.jpg,Modernism
0878B.jpg,None of the Above
0879B.jpg,Realism
0879B.jpg,Impressionism
0880B.jpg,Impressionism
0880B.jpg,Realism
0881B.jpg,Realism
0881B.jpg,Impressionism
0882B.jpg,Modernism
0882B.jpg,Realism
0883B.jpg,Realism
0883B.jpg,Impressionism
0884B.jpg,Classical Art
0884B.jpg,None of the Above
0885B.jpg,Impressionism
0885B.jpg,Realism
0886B.jpg,None of the Above
0886B.jpg,Modernism
0887B.jpg,None of the Above
0887B.jpg,Modernism
0888B.jpg,None of the Above
0888B.jpg,Realism
0889B.jpg,Realism
0889B.jpg,Impressionism
0890B.jpg,Modernism
0890B.jpg,Impressionism
0891B.jpg,Realism
0891B.jpg,Impressionism
0892B.jpg,Impressionism
0892B.jpg,Realism
0893B.jpg,Modernism
0893B.jpg,Impressionism
0894B.jpg,None of the Above
0894B.jpg,Modernism
0895B.jpg,Impressionism
0895B.jpg,None of the Above
0896B.jpg,Modernism
0896B.jpg,Impressionism
0897B.jpg,Realism
0897B.jpg,Modernism
0898B.jpg,Realism
0898B.jpg,Impressionism
0899B.jpg,Impressionism
0899B.jpg,Realism
0900B.jpg,Realism
0900B.jpg,Impressionism
0901B.jpg,Impressionism
0901B.jpg,Realism
0902B.jpg,Realism
0902B.jpg,Impressionism
0903B.jpg,Modernism
0903B.jpg,Impressionism
0904B.jpg,Realism
0904B.jpg,Impressionism
0905B.jpg,Impressionism
0905B.jpg,Realism
0906B.jpg,Modernism
0906B.jpg,Impressionism
0907B.jpg,Realism
0907B.jpg,Impressionism
0908B.jpg,Modernism
0908B.jpg,Impressionism
0909B.jpg,Impressionism
0909B.jpg,Realism
0910B.jpg,None of the Above
0910B.jpg,Modernism
0911B.jpg,Realism
0911B.jpg,Modernism
0912B.jpg,None of the Above
0912B.jpg,Modernism
0913B.jpg,Realism
0913B.jpg,Impressionism
0914B.jpg,Impressionism
0914B.jpg,Realism
0915B.jpg,None of the Above
0915B.jpg,Modernism
0916B.jpg,Impressionism
0916B.jpg,Realism
0917B.jpg,Modernism
0917B.jpg,None of the Above
0918B.jpg,Realism
0918B.jpg,Impressionism
0919B.jpg,Modernism
0919B.jpg,None of the Above
0920B.jpg,Impressionism
0920B.jpg,Realism
0921B.jpg,Modernism
0921B.jpg,None of the Above
0922B.jpg,Impressionism
0922B.jpg,Realism
0923B.jpg,Modernism
0923B.jpg,Realism
0924B.jpg,None of the Above
0924B.jpg,Modernism
0925B.jpg,Modernism
0925B.jpg,Impressionism
0926B.jpg,None of the Above
0926B.jpg,Modernism
0927B.jpg,Realism
0927B.jpg,Impressionism
0928B.jpg,Realism
0928B.jpg,Modernism
0929B.jpg,None of the Above
0929B.jpg,Modernism
0930B.jpg,Modernism
0930B.jpg,Impressionism
0931B.jpg,Realism
0931B.jpg,Impressionism
0932B.jpg,Modernism
0932B.jpg,Impressionism
0933B.jpg,None of the Above
0933B.jpg,Modernism
0934B.jpg,Impressionism
0934B.jpg,Realism
0935B.jpg,Modernism
0935B.jpg,Impressionism
0936B.jpg,None of the Above
0936B.jpg,Modernism
0937B.jpg,Modernism
0937B.jpg,Impressionism
0938B.jpg,Impressionism
0938B.jpg,Realism
0939B.jpg,Modernism
0939B.jpg,Realism
0940B.jpg,Realism
0940B.jpg,Modernism
0941B.jpg,Realism
0941B.jpg,Impressionism
0942B.jpg,Modernism
0942B.jpg,Impressionism
0943B.jpg,None of the Above
0943B.jpg,Modernism
0944B.jpg,Realism
0944B.jpg,Impressionism
0945B.jpg,Modernism
0945B.jpg,None of the Above
0946B.jpg,Realism
0946B.jpg,Modernism
0947B.jpg,Realism
0947B.jpg,Impressionism
0948B.jpg,Impressionism
0948B.jpg,Realism
0949B.jpg,Modernism
0949B.jpg,Impressionism
0950B.jpg,Modernism
0950B.jpg,Realism
0951B.jpg,Realism
0951B.jpg,Impressionism
0952B.jpg,Realism
0952B.jpg,Realism
0953B.jpg,Impressionism
0953B.jpg,Realism
0954B.jpg,None of the Above
0954B.jpg,Modernism
0955B.jpg,Impressionism
0955B.jpg,Realism
0956B.jpg,Impressionism
0956B.jpg,Realism
0957B.jpg,Realism
0957B.jpg,Impressionism
0958B.jpg,Realism
0958B.jpg,Impressionism
0959B.jpg,None of the Above
0959B.jpg,Modernism
0960B.jpg,Modernism
0960B.jpg,None of the Above
0961B.jpg,Modernism
0961B.jpg,Impressionism
0962B.jpg,None of the Above
0962B.jpg,Modernism
0963B.jpg,Realism
0963B.jpg,Modernism
0964B.jpg,Modernism
0964B.jpg,Impressionism
0965B.jpg,Modernism
0965B.jpg,Realism
0966B.jpg,Realism
0966B.jpg,Impressionism
0967B.jpg,Modernism
0967B.jpg,Realism
0968B.jpg,Modernism
0968B.jpg,Realism
0969B.jpg,Realism
0969B.jpg,None of the Above
0970B.jpg,Modernism
0970B.jpg,Impressionism
0971B.jpg,Modernism
0971B.jpg,None of the Above
0972B.jpg,None of the Above
0972B.jpg,Modernism
0973B.jpg,Modernism
0973B.jpg,None of the Above
0974B.jpg,Modernism
0974B.jpg,Modernism
0975B.jpg,Modernism
0975B.jpg,Impressionism
0976B.jpg,Realism
0976B.jpg,Impressionism
0977B.jpg,Modernism
0977B.jpg,Modernism
0978B.jpg,Realism
0978B.jpg,Impressionism
0979B.jpg,Realism
0979B.jpg,Impressionism
0980B.jpg,Modernism
0980B.jpg,Realism
0981B.jpg,Modernism
0981B.jpg,Impressionism
0982B.jpg,Realism
0982B.jpg,Modernism
0983B.jpg,Impressionism
0983B.jpg,Realism
0984B.jpg,Impressionism
0984B.jpg,Realism
0985B.jpg,None of the Above
0985B.jpg,Modernism
0986B.jpg,Modernism
0986B.jpg,None of the Above
0987B.jpg,Impressionism
0987B.jpg,Realism
0988B.jpg,Modernism
0988B.jpg,Realism
0989B.jpg,Modernism
0989B.jpg,None of the Above
0991B.jpg,Realism
0991B.jpg,Modernism
0992B.jpg,Realism
0992B.jpg,Realism
0993B.jpg,None of the Above
0993B.jpg,Modernism
0994B.jpg,Realism
0994B.jpg,Classical Art
0995B.jpg,Realism
0995B.jpg,Impressionism
0996B.jpg,None of the Above
0996B.jpg,Modernism
0997B.jpg,Modernism
0997B.jpg,Realism
0998B.jpg,Realism
0998B.jpg,Impressionism
0999B.jpg,Modernism
0999B.jpg,Impressionism
1000B.jpg,Realism
1000B.jpg,Impressionism
1001B.jpg,None of the Above
1001B.jpg,Realism
1002B.jpg,Realism
1002B.jpg,Realism
1004B.jpg,Realism
1004B.jpg,Modernism
1005B.jpg,Modernism
1005B.jpg,None of the Above
1006B.jpg,Realism
1006B.jpg,Impressionism
1007B.jpg,Realism
1007B.jpg,Impressionism
1008B.jpg,Realism
1008B.jpg,Realism
1010B.jpg,Realism
1010B.jpg,Realism
1011B.jpg,Modernism
1011B.jpg,Modernism
1012B.jpg,Realism
1012B.jpg,Impressionism
1013B.jpg,Realism
1013B.jpg,Impressionism
1014B.jpg,Realism
1014B.jpg,Impressionism
1015B.jpg,Realism
1015B.jpg,Realism
1016B.jpg,Realism
1016B.jpg,Realism
1017B.jpg,Realism
1017B.jpg,Realism
1018B.jpg,Modernism
1018B.jpg,Realism
1019B.jpg,Modernism
1019B.jpg,Impressionism
1021B.jpg,Realism
1021B.jpg,Modernism
1022B.jpg,Modernism
1022B.jpg,Impressionism
1023B.jpg,Realism
1023B.jpg,Impressionism
1024B.jpg,Realism
1024B.jpg,Realism
1025B.jpg,Modernism
1025B.jpg,Realism
1026B.jpg,Realism
1026B.jpg,Realism
1027B.jpg,Realism
1027B.jpg,None of the Above
1028B.jpg,Realism
1028B.jpg,Realism
1029B.jpg,Realism
1029B.jpg,None of the Above
1030B.jpg,Realism
1030B.jpg,Impressionism
1031B.jpg,Realism
1031B.jpg,Realism
1032B.jpg,Realism
1032B.jpg,Modernism
1034B.jpg,Modernism
1034B.jpg,Modernism
1035B.jpg,Modernism
1035B.jpg,Impressionism
1036B.jpg,Realism
1036B.jpg,Impressionism
1037B.jpg,Realism
1037B.jpg,Realism
1038B.jpg,None of the Above
1038B.jpg,Modernism
1039B.jpg,Modernism
1039B.jpg,Impressionism
1040B.jpg,Realism
1040B.jpg,Modernism
1041B.jpg,Modernism
1041B.jpg,Realism
1042B.jpg,Impressionism
1042B.jpg,Modernism
1043B.jpg,Realism
1043B.jpg,Realism
1044B.jpg,Impressionism
1044B.jpg,Realism
1045B.jpg,Impressionism
1045B.jpg,Realism
1047B.jpg,Modernism
1047B.jpg,None of the Above
1048B.jpg,Realism
1048B.jpg,Modernism
1049B.jpg,Modernism
1049B.jpg,Impressionism
1050B.jpg,Realism
1050B.jpg,Modernism
1051B.jpg,Realism
1051B.jpg,Modernism
1052B.jpg,Realism
1052B.jpg,Realism
1054B.jpg,Realism
1054B.jpg,None of the Above
1055B.jpg,Modernism
1055B.jpg,Impressionism
1056B.jpg,Modernism
1056B.jpg,Impressionism
1057B.jpg,Realism
1057B.jpg,Realism
1058B.jpg,None of the Above
